dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,district_raw,area_name,floor_area_sqm,building_age_years,building_age_text,deposit_toman,deposit_toman_min,deposit_toman_max,deposit_raw,rent_toman,rent_toman_min,rent_toman_max,rent_raw,rent_is_free,amenities,flag_amount_ambiguous,notes,source_row
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,سلسبیل شمالی,70,9,9,500000000.0,,,500,15000000.0,,,15,False,,False,,151
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,سلیمانی، غفوری,80,8,8,400000000.0,,,400,,4000000.0,12500000.0,4 / 12.5,False,,True,two_values_in_one_cell,152
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,منیریه، مطق,90,8,8,1300000000.0,,,1300,0.0,,,0,False,,True,zero_rent_as_written,153
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,امیربهادر، برزگر,78,7,7,500000000.0,,,500,17000000.0,,,17,False,,False,,154
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,گمرک,72,9,9,550000000.0,,,550,3000000.0,,,3,False,,False,,155
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,امیریه، قزوین,73,8,8,800000000.0,,,800,,,,-,False,,False,,156
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,جمالزاده، دیمان,75,5,5,600000000.0,,,600,17500000.0,,,17.5,False,,False,,157
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,دروازه شمیران,78,9,9,500000000.0,,,500,15000000.0,,,15,False,,False,,158
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,سنگلج، دولت‌آبادی,90,10,10,500000000.0,,,500,6000000.0,,,6,False,,False,,159
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,مولوی، موسوی,80,10,10,300000000.0,,,300,12000000.0,,,12,False,,False,,160
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,امیر آباد,75,9,9,300000000.0,,,300,15000000.0,,,15,False,,False,,161
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,نیرو هوایی، پنجم,85,9,9,1000000000.0,,,1000,15000000.0,,,15,False,,False,,162
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,حافظیه، میدان لوزی,90,9,9,500000000.0,,,500,30000000.0,,,30,False,,False,,163
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,تهران نو، شورا,85,8,8,1000000000.0,,,1000,10000000.0,,,10,False,,False,,164
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,امام حسین، مرخ,70,9,9,500000000.0,,,500,10000000.0,,,10,False,,False,,165
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,قاسم آباد,76,6,6,800000000.0,,,800,13000000.0,,,13,False,,False,,166
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,صددستگاه، نبرد,70,7,7,400000000.0,,,400,13000000.0,,,13,False,,False,,167
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,دولاب، آکرآبادی,75,8,8,550000000.0,,,550,4500000.0,,,4.5,False,,False,,168
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,شکوفه,82,10,10,900000000.0,,,900,3000000.0,,,3,False,,False,,169
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,شکیبا، گمنام,90,9,9,500000000.0,,,500,12000000.0,,,12,False,,False,,170
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,پرستار، مقداد,90,10,10,900000000.0,,,900,12000000.0,,,12,False,,False,,171
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,اودر، نصر سوم,72,9,9,400000000.0,,,400,13000000.0,,,13,False,,False,,172
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,افسریه شمالی، بسیج,79,6,6,300000000.0,,,300,14000000.0,,,14,False,,False,,173
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,شوش، غمخوار,75,7,7,300000000.0,,,300,6000000.0,,,6,False,,False,,174
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,کیانشهر، صالحی,70,8,8,500000000.0,,,500,4500000.0,,,4.5,False,,False,,175
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,مسعودیه، کاج,75,8,8,250000000.0,,,250,12000000.0,,,12,False,,False,,176
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,نازی آباد، رضا محمدی,80,7,7,800000000.0,,,800,12000000.0,,,12,False,,False,,177
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,جوادیه، ۲۰ متری,85,5,5,500000000.0,,,500,6500000.0,,,6.5,False,,False,,178
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,خزانه، سلامت‌بخش,70,7,7,400000000.0,,,400,6000000.0,,,6,False,,False,,179
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,علی آباد، سرلک,75,9,9,400000000.0,,,400,8000000.0,,,8,False,,False,,180
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,یاخچی آباد، بشارت,85,6,6,500000000.0,,,500,15000000.0,,,15,False,,False,,181
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,آذری,90,9,9,300000000.0,,,300,12000000.0,,,12,False,,False,,182
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,وصنفار، رمضانی,75,10,10,300000000.0,,,300,8000000.0,,,8,False,,False,,183
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,زمزم، تفوی,80,8,8,500000000.0,,,500,9000000.0,,,9,False,,False,,184
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,سجاد، صفرعلی‌پور,75,10,10,350000000.0,,,350,15000000.0,,,15,False,,False,,185
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,بلورسازی، شیخ محمدی,75,10,10,500000000.0,,,500,0.0,,,0,False,,True,zero_rent_as_written,186
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,یافت آباد، شمالی,70,8,8,400000000.0,,,400,6000000.0,,,6,False,,False,,187
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,شهرک ولیعصر، رجایی,80,10,10,250000000.0,,,250,12000000.0,,,12,False,,False,,188
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,شادآباد، نگارستان,73,9,9,400000000.0,,,400,9000000.0,,,9,False,,False,,189
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,خلیج فارس، جعفری,80,10,10,300000000.0,,,300,12000000.0,,,12,False,,False,,190
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,شهرک فردوس,75,10,10,300000000.0,,,300,12000000.0,,,12,False,,False,,191
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,خانی آباد نو، رستمی,90,7,7,300000000.0,,,300,15000000.0,,,15,False,,False,,192
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,نعمت آباد، طالقانی,90,9,9,200000000.0,,,200,9000000.0,,,9,False,,False,,193
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,عبدل آباد، بدر,85,9,9,300000000.0,,,300,12000000.0,,,12,False,,False,,194
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,شهرک شریعتی,90,6,6,650000000.0,,,650,10000000.0,,,10,False,,False,,195
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,20,20,دولتخواه جنوبی,85,5,5,200000000.0,,,200,7000000.0,,,7,False,,False,,196
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,20,20,جوادمرد قصاب,74,6,6,400000000.0,,,400,7000000.0,,,7,False,,False,,197
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,20,20,دولت آباد، توسلی,84,7,7,600000000.0,,,600,7000000.0,,,7,False,,False,,198
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,20,20,سیزده آبان، نعمتی,85,7,7,600000000.0,,,600,6000000.0,,,6,False,,False,,199
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,20,20,شهرری، سلمانی,75,7,7,200000000.0,,,200,15000000.0,,,15,False,,False,,200
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,20,20,فیروزآبادی، غیبی,73,8,8,300000000.0,,,300,13000000.0,,,13,False,,False,,201
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,21,21,تهرانسر مرکزی,90,9,9,800000000.0,,,800,10000000.0,,,10,False,,False,,202
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,21,21,چیتگر شمالی، جهاد,89,6,6,500000000.0,,,500,11000000.0,,,11,False,,False,,203
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,21,21,وردآورد، کریمی,90,6,6,400000000.0,,,400,12000000.0,,,12,False,,False,,204
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,21,21,شهرک آزادی,80,7,7,300000000.0,,,300,17500000.0,,,17.5,False,,False,,205
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,22,22,دریاچه خلیج فارس,110,6,6,500000000.0,,,500,30000000.0,,,30,False,,False,,206
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,22,22,المپیک، اسکان سبز,114,6,6,500000000.0,,,500,30000000.0,,,30,False,,False,,207
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,22,22,شهرک چیتگر، ارغوان,108,9,9,700000000.0,,,700,25000000.0,,,25,False,,False,,208
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,22,22,کوهک، شاهرنج غربی,127,8,8,1000000000.0,,,1000,21000000.0,,,21,False,,False,,209
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,22,22,شهرک، دانشگاه شریف,105,9,9,400000000.0,,,400,21000000.0,,,21,False,,False,,210
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، شکوفه,50,,,60000000.0,,,60 میلیون,2000000.0,,,2 میلیون,False,,False,,271
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,مجیدیه شمالی، خانعلی,47,,,150000000.0,,,150 میلیون,3000000.0,,,3 میلیون,False,,False,,272
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,میدان بروجردی، اندرزگو,54,,,70000000.0,,,70 میلیون,2000000.0,,,2 میلیون,False,,False,,273
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نبرد جنوبی، گلستان,56,,,200000000.0,,,200 میلیون,5500000.0,,,5.5 میلیون,False,,False,,274
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نارمک، میدان ۹۲,53,,,200000000.0,,,200 میلیون,,,,-,False,,False,,275
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نارمک، بزرگ‌راه رسالت,55,,,120000000.0,,,120 میلیون,2400000.0,,,2 میلیون و ۴۰۰ هزار,False,,False,,276
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نبرد جنوبی، بقایی,60,,,220000000.0,,,220 میلیون,,,,-,False,,False,,277
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,قیطریه، روشنایی,50,,,50000000.0,,,50 میلیون,7000000.0,,,7 میلیون,False,,False,,278
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، محصل,55,,,70000000.0,,,70 میلیون,4000000.0,,,4 میلیون,False,,False,,279
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهران‌نو، بصیر,54,,,210000000.0,,,210 میلیون,,,,-,False,,False,,280
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,جشنواره، درختی,40,,,100000000.0,,,100 میلیون,1800000.0,,,یک میلیون و ۸۰۰ هزار,False,,False,,281
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,شکوفه، درودیان,40,,,130000000.0,,,130 میلیون,,,,-,False,,False,,282
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,هنگام، شمیران‌نو,50,,,150000000.0,,,150 میلیون,,,,-,False,,False,,283
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,سبلان شمالی، داوودآبادی,48,,,160000000.0,,,160 میلیون,1000000.0,,,یک میلیون,False,,False,,284
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نظام‌آباد، بخشی‌فر,45,,,100000000.0,,,100 میلیون,2000000.0,,,2 میلیون,False,,False,,285
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,معلم، گوهری,60,,,100000000.0,,,100 میلیون,3000000.0,,,3 میلیون,False,,False,,286
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,دماوند، کیایی,50,,,80000000.0,,,80 میلیون,2000000.0,,,2 میلیون,False,,False,,287
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، محصل,60,,,150000000.0,,,150 میلیون,700000.0,,,۷۰۰ هزار,False,,False,,288
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,بلوار فردوس، سلیمی‌جهری,50,,,250000000.0,,,250 میلیون,,,,-,False,,False,,289
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهران‌نو، سفیدکوه,57,,,80000000.0,,,80 میلیون,3500000.0,,,3 میلیون و ۵۰۰ هزار,False,,False,,290
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نیروی هوایی، پنجم,56,,,200000000.0,,,200 میلیون,1500000.0,,,یک میلیون و ۵۰۰ هزار,False,,False,,291
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,سبلان شمالی، آزادی,45,,,150000000.0,,,150 میلیون,,,,-,False,,False,,292
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,جنت‌آباد مرکزی، گلستان,60,,,160000000.0,,,160 میلیون,3200000.0,,,3 میلیون و ۲۰۰ هزار,False,,False,,293
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,مجیدیه شمالی، خانعلی,55,,,250000000.0,,,250 میلیون,,,,-,False,,False,,294
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، پرواز,55,,,100000000.0,,,100 میلیون,2000000.0,,,2 میلیون,False,,False,,295
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهرانپارس، بین ایزدپناه و باقری,60,,,250000000.0,,,250 میلیون,,,,-,False,,False,,296
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,فرجام، احدزاده,57,,,100000000.0,,,100 میلیون,,,,3 میلیون و ۸۰۰,False,,False,missing_unit_in_chunk:800,297
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نامجو، شهبازی,60,,,130000000.0,,,130 میلیون,3500000.0,,,3 میلیون و ۵۰۰ هزار,False,,False,,298
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,جشنواره، اشرفی گودرزی,50,,,70000000.0,,,70 میلیون,4000000.0,,,4 میلیون,False,,False,,299
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,بلوار فردوس غرب، بهار جنوبی,60,,,60000000.0,,,60 میلیون,4500000.0,,,4 میلیون و ۵۰۰ هزار,False,,False,,300
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,فرجام، حیدر خانی,60,,,150000000.0,,,150 میلیون,3500000.0,,,3 میلیون و ۵۰۰ هزار,False,,False,,301
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهرانپارس، بهداد چهارراه شاهد,55,,,250000000.0,,,250 میلیون,,,,-,False,,False,,302
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، باغچه بیدی,45,,,32000000.0,,,32 میلیون,3000000.0,,,3 میلیون,False,,False,,303
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پلیس، ادبی,48,,,350000000.0,,,350 میلیون,,,,-,False,,False,,304
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,خواجه نظام، اجاره‌دار,45,,,175000000.0,,,175 میلیون,,,,-,False,,False,,305
